scope,method,variant,n,status,term,coef_raw,effect_bp_per_sd
core,sequential_ols,Aug_Nov,926,estimated,e_origin,0.39307792698822475,3.6925911362791726
core,sequential_ols,Aug_Nov,926,estimated,downside,45.21732338146192,0.0007788625501148534
core,sequential_ols,Aug_Nov,926,estimated,btc_vol,-1038.1883909766805,-2.0318224980053454
core,sequential_ols,Aug_Nov,926,estimated,account_ls,2.3596932011359133,1.4305139709591161
core,sequential_ols,Dec_Mar,803,estimated,e_origin,0.270669133567201,2.542677608820682
core,sequential_ols,Dec_Mar,803,estimated,downside,-321235.82521010895,-5.533245563888696
core,sequential_ols,Dec_Mar,803,estimated,btc_vol,1060.319536064829,2.0751350209419757
core,sequential_ols,Dec_Mar,803,estimated,account_ls,4.716693697719417,2.859395546876354
core,sequential_ols,exclude_top1_downside_days,1719,estimated,e_origin,0.3746616029059945,3.5195873871499948
core,sequential_ols,exclude_top1_downside_days,1719,estimated,downside,-148517.98717214577,-2.5582031304897344
core,sequential_ols,exclude_top1_downside_days,1719,estimated,btc_vol,-830.0331014016272,-1.6244449891511643
core,sequential_ols,exclude_top1_downside_days,1719,estimated,account_ls,2.128226220856959,1.290192021925501
core,sequential_ols,exclude_top5_downside_days,1679,estimated,e_origin,0.3277620896924047,3.0790113209352734
core,sequential_ols,exclude_top5_downside_days,1679,estimated,downside,122524.71082274083,2.1104723054573595
core,sequential_ols,exclude_top5_downside_days,1679,estimated,btc_vol,-1640.0643145508095,-3.2097445910998443
core,sequential_ols,exclude_top5_downside_days,1679,estimated,account_ls,1.2307808115263463,0.7461347709224626
core,pca_1,Aug_Nov,926,estimated,e_origin,0.3962463716050467,3.7041472985329826
core,pca_1,Aug_Nov,926,estimated,downside,4141.114234448699,0.07133015737685076
core,pca_1,Aug_Nov,926,estimated,btc_vol,-1056.8632425325707,-2.068370762143102
core,pca_1,Aug_Nov,926,estimated,account_ls,2.33148931295862,1.4134159617545445
core,pca_1,Dec_Mar,803,estimated,e_origin,0.2704046912570555,2.527767768757811
core,pca_1,Dec_Mar,803,estimated,downside,-323196.91197098134,-5.567025029839919
core,pca_1,Dec_Mar,803,estimated,btc_vol,1107.101112789586,2.1666905236885476
core,pca_1,Dec_Mar,803,estimated,account_ls,4.8082583418397675,2.9149046709425708
core,pca_1,exclude_top1_downside_days,1719,estimated,e_origin,0.378218200677616,3.535618308935333
core,pca_1,exclude_top1_downside_days,1719,estimated,downside,-145680.78899557202,-2.5093327586557965
core,pca_1,exclude_top1_downside_days,1719,estimated,btc_vol,-805.7668743376531,-1.5769539301884408
core,pca_1,exclude_top1_downside_days,1719,estimated,account_ls,2.071015718634482,1.2555093679790283
core,pca_1,exclude_top5_downside_days,1679,estimated,e_origin,0.3294693179781692,3.0799092978314007
core,pca_1,exclude_top5_downside_days,1679,estimated,downside,122197.56737778678,2.1048373019070445
core,pca_1,exclude_top5_downside_days,1679,estimated,btc_vol,-1645.4738675739177,-3.220331543941962
core,pca_1,exclude_top5_downside_days,1679,estimated,account_ls,1.2356080666877418,0.7490611920124741
core,pca_2,Aug_Nov,926,estimated,e_origin,0.4458757630214068,3.3440128316239557
core,pca_2,Aug_Nov,926,estimated,downside,44366.44535701358,0.7642062861346148
core,pca_2,Aug_Nov,926,estimated,btc_vol,-680.401273376116,-1.3316028448522021
core,pca_2,Aug_Nov,926,estimated,account_ls,1.5230227293115006,0.9233002372171081
core,pca_2,Dec_Mar,803,estimated,e_origin,0.21777354293691517,1.6332745180730797
core,pca_2,Dec_Mar,803,estimated,downside,-154010.65671715947,-2.652813653378877
core,pca_2,Dec_Mar,803,estimated,btc_vol,632.422330945394,1.2377039961379193
core,pca_2,Dec_Mar,803,estimated,account_ls,3.5446738058867027,2.1488833376189773
core,pca_2,exclude_top1_downside_days,1719,estimated,e_origin,0.4032108032400778,3.0240309335214692
core,pca_2,exclude_top1_downside_days,1719,estimated,downside,-31700.88002903611,-0.5460435606063028
core,pca_2,exclude_top1_downside_days,1719,estimated,btc_vol,-429.077171845678,-0.8397403194967307
