mode,definition,fold,removed_group,procedure,seed,candidate,kind,window,form,params,inner_score,inner_months,train_n,test_n,features,interaction_pairs,train_last_label,first_origin
strict,EQ,2025-12,fx_macro,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.3966334369154634,"['2025-09', '2025-10', '2025-11']",862,132,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2025-11-28T17:00:00+00:00,2025-12-01T11:00:00+00:00
strict,EQ,2025-12,local_volume,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.4032354876729745,"['2025-09', '2025-10', '2025-11']",862,132,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2025-11-28T17:00:00+00:00,2025-12-01T11:00:00+00:00
strict,EQ,2026-02,global_btc,retuned,20260925,58,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.64211476879121,"['2025-11', '2025-12', '2026-01']",378,120,"['e_now', 'e_change1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T11:00:00+00:00
strict,EQ,2026-02,local_volume,retuned,20260925,58,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6554237754301335,"['2025-11', '2025-12', '2026-01']",378,120,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T11:00:00+00:00
strict,EQ,2026-01,global_btc,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6999542812815067,"['2025-10', '2025-11', '2025-12']",994,126,"['e_now', 'e_change1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2025-12-31T17:00:00+00:00,2026-01-02T11:00:00+00:00
strict,EQ,2026-01,fx_macro,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6896461963256435,"['2025-10', '2025-11', '2025-12']",994,126,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2025-12-31T17:00:00+00:00,2026-01-02T11:00:00+00:00
available_macro,PCA,2026-02,fx_macro,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5919088578965714,"['2025-11', '2025-12', '2026-01']",2469,280,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'local_volume_surprise', 'hour_sin', 'hour_cos', 'weekend', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T03:00:00+00:00
strict,EQ,2026-02,fx_macro,retuned,20260925,58,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.6314485443979272,"['2025-11', '2025-12', '2026-01']",378,120,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T11:00:00+00:00
strict,EQ,2026-03,local_volume,retuned,20260925,76,threshold,90,level,"{'band': [0.35, 0.65], 'alpha': 0.002}",1.691644338433271,"['2025-12', '2026-01', '2026-02']",378,89,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-02-27T17:00:00+00:00,2026-03-02T11:00:00+00:00
available_macro,PCA,2026-02,global_btc,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5910464723617608,"['2025-11', '2025-12', '2026-01']",2469,280,"['e_now', 'e_change1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'local_volume_surprise', 'vix_known_log', 'vix_known_age_hours', 'dxy_known_age_hours', 'hour_sin', 'hour_cos', 'weekend', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T03:00:00+00:00
strict,EQ,2026-03,fx_macro,retuned,20260925,82,threshold,90,change,"{'band': [0.35, 0.65], 'alpha': 0.002}",1.7304969611215475,"['2025-12', '2026-01', '2026-02']",378,89,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-02-27T17:00:00+00:00,2026-03-02T11:00:00+00:00
strict,EQ,2026-03,global_btc,retuned,20260925,58,qrf,90,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.7613181530860405,"['2025-12', '2026-01', '2026-02']",378,89,"['e_now', 'e_change1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'local_volume_surprise', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-02-27T17:00:00+00:00,2026-03-02T11:00:00+00:00
available_macro,PCA,2026-02,local_volume,retuned,20260925,52,qrf,all,change,"{'max_depth': None, 'min_samples_leaf': 20, 'max_features': 0.7}",1.5932622477745852,"['2025-11', '2025-12', '2026-01']",2469,280,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'vix_known_log', 'vix_known_age_hours', 'dxy_known_age_hours', 'hour_sin', 'hour_cos', 'weekend', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2026-01-30T17:00:00+00:00,2026-02-02T03:00:00+00:00
strict,EQ,2026-01,local_volume,retuned,20260925,40,boosting,all,change,"{'max_depth': 2, 'n_estimators': 150, 'min_samples_leaf': 20}",1.6764625097618495,"['2025-10', '2025-11', '2025-12']",994,126,"['e_now', 'e_change1', 'downside24', 'btc_vol24', 'btc_ret1', 'dxy_ret1', 'fx_ret1', 'vix_ret1', 'account_log', 'funding_bp', 'oi_ret1', 'oi_surprise', 'account_change1', 'account_change24', 'funding_change8', 'oi_change24']",[],2025-12-31T17:00:00+00:00,2026-01-02T11:00:00+00:00
