method,sample,h,q,term,n,effect,coefficient
sequential_ols,all,6,0.1,e_origin,577,0.654031572278576,0.06856403056940483
sequential_ols,all,6,0.1,downside,577,-1.4242534070460302,-64492.44617817373
sequential_ols,all,6,0.1,btc_vol,577,-0.31247895670820997,-143.9087698610691
sequential_ols,all,6,0.1,btc_ret,577,-0.2810860454148039,-49.17006285025192
sequential_ols,all,6,0.1,account_ls,577,1.126769888179398,1.8716500332024806
sequential_ols,all,6,0.5,e_origin,577,0.7508079171435695,0.07870937606794359
sequential_ols,all,6,0.5,downside,577,-2.8998322129435534,-131308.98756765435
sequential_ols,all,6,0.5,btc_vol,577,1.535475471207399,707.1464540879164
sequential_ols,all,6,0.5,btc_ret,577,-0.049456480436171645,-8.651365982292695
sequential_ols,all,6,0.5,account_ls,577,2.0144577310846086,3.346166700781771
sequential_ols,matched,1,0.1,e_origin,229,3.7198843996451583,0.38464135282466944
sequential_ols,matched,1,0.1,downside,229,-1.0759666241438164,-50410.516825320534
sequential_ols,matched,1,0.1,btc_vol,229,-0.7529786237885605,-347.90018322143527
sequential_ols,matched,1,0.1,btc_ret,229,1.195039297046413,224.36736864528302
sequential_ols,matched,1,0.1,account_ls,229,2.833798300097357,4.6647362128595375
sequential_ols,matched,6,0.1,e_origin,229,1.7699739050160428,0.18301782640199143
sequential_ols,matched,6,0.1,downside,229,-1.1507907530050503,-53916.130217279264
sequential_ols,matched,6,0.1,btc_vol,229,-0.23655797568348566,-109.29734322164006
sequential_ols,matched,6,0.1,btc_ret,229,-0.23035692461317292,-43.24926983775171
sequential_ols,matched,6,0.1,account_ls,229,1.155270313148728,1.9016989547919858
sequential_ols,matched,12,0.1,e_origin,229,2.066245552726862,0.2136527373658789
sequential_ols,matched,12,0.1,downside,229,-0.4466611555980116,-20926.689726465975
sequential_ols,matched,12,0.1,btc_vol,229,-0.24001159998478863,-110.89302799839501
sequential_ols,matched,12,0.1,btc_ret,229,-2.1006452117321026,-394.39392476759724
sequential_ols,matched,12,0.1,account_ls,229,0.6731944488797671,1.1081503309101364
pca_1,all,6,0.1,e_origin,577,0.7251502894308036,0.07667702079488649
pca_1,all,6,0.1,downside,577,-1.4390147619982265,-65160.86366979548
pca_1,all,6,0.1,btc_vol,577,-0.2614487330750015,-120.4073578423143
pca_1,all,6,0.1,btc_ret,577,-0.3120748276365713,-54.59089534746283
pca_1,all,6,0.1,account_ls,577,1.2726640335548678,2.11399124670194
pca_1,all,6,0.5,e_origin,577,0.7655384472248635,0.08094764394732722
pca_1,all,6,0.5,downside,577,-2.8996057600162675,-131298.73342105892
pca_1,all,6,0.5,btc_vol,577,1.4985336932236686,690.1333218049523
pca_1,all,6,0.5,btc_ret,577,-0.12509446144112138,-21.882632139213285
pca_1,all,6,0.5,account_ls,577,2.065841767906528,3.4315194735464183
pca_1,matched,1,0.1,e_origin,229,3.6713761413684676,0.38294064557727886
pca_1,matched,1,0.1,downside,229,-0.8513593432202647,-39887.35666401353
pca_1,matched,1,0.1,btc_vol,229,-0.8222923693009937,-379.9253483479167
pca_1,matched,1,0.1,btc_ret,229,1.1059133487538624,207.63406577747074
pca_1,matched,1,0.1,account_ls,229,2.794520540275704,4.600080803688825
pca_1,matched,6,0.1,e_origin,229,1.7762073797101707,0.18526622565341638
pca_1,matched,6,0.1,downside,229,-1.0932456475026704,-51220.062844882006
pca_1,matched,6,0.1,btc_vol,229,-0.28967817285395075,-133.84057160092667
pca_1,matched,6,0.1,btc_ret,229,-0.21310703171169754,-40.01062062405421
pca_1,matched,6,0.1,account_ls,229,1.2021275211892584,1.9788309493918292
pca_1,matched,12,0.1,e_origin,229,2.007861652214356,0.20942878302908804
pca_1,matched,12,0.1,downside,229,-0.4040876005611034,-18932.06009359094
pca_1,matched,12,0.1,btc_vol,229,-0.28374608914859956,-131.0997593882335
pca_1,matched,12,0.1,btc_ret,229,-2.1238662465983067,-398.75364959256945
pca_1,matched,12,0.1,account_ls,229,0.662219640925998,1.090084618862329
pca_2,all,6,0.1,e_origin,577,0.7511125517195006,0.1085672963827826
pca_2,all,6,0.1,downside,577,-0.9868191145428712,-44684.7297801074
pca_2,all,6,0.1,btc_vol,577,0.8755400573786397,403.22040865972804
pca_2,all,6,0.1,btc_ret,577,0.2683765553423559,46.94680617902618
pca_2,all,6,0.1,account_ls,577,1.041869508699376,1.7306240795098071
pca_2,all,6,0.5,e_origin,577,1.2785969771223695,0.18481094031991835
pca_2,all,6,0.5,downside,577,-1.9860699957304473,-89932.38960992845
pca_2,all,6,0.5,btc_vol,577,1.6979420496485136,781.9686619360757
pca_2,all,6,0.5,btc_ret,577,0.07363089332265431,12.880168586997488
pca_2,all,6,0.5,account_ls,577,1.611239931393807,2.676391428921681
pca_2,matched,1,0.1,e_origin,229,1.3071123930389144,0.18836997021792612
pca_2,matched,1,0.1,downside,229,-1.3427155982928256,-62908.07329941268
pca_2,matched,1,0.1,btc_vol,229,-0.06657980233349002,-30.7619960233724
pca_2,matched,1,0.1,btc_ret,229,0.2392679846122013,44.92231196177534
pca_2,matched,1,0.1,account_ls,229,1.2008328783488431,1.9766998282953852
pca_2,matched,6,0.1,e_origin,229,-0.07651029276338328,-0.011026015548438187
pca_2,matched,6,0.1,downside,229,-0.4963058194413146,-23252.610536464723
pca_2,matched,6,0.1,btc_vol,229,1.3096098369350417,605.0815890707584
pca_2,matched,6,0.1,btc_ret,229,-0.07878925179857817,-14.792598994249682
pca_2,matched,6,0.1,account_ls,229,0.5274090860028051,0.8681719734195312
pca_2,matched,12,0.1,e_origin,229,0.8442033533885998,0.12165943906779987
pca_2,matched,12,0.1,downside,229,1.4053626491515259,65843.17383181275
pca_2,matched,12,0.1,btc_vol,229,-1.0189907701009093,-470.80629438772064
pca_2,matched,12,0.1,btc_ret,229,-0.23929351254042802,-44.92710480339767
pca_2,matched,12,0.1,account_ls,229,-0.5650132472514144,-0.9300724596766409
ae_selected,all,6,0.1,e_origin,577,0.5924895448989476,0.07010366507623571
ae_selected,all,6,0.1,downside,577,-1.8794513941207343,-85104.53075286739
ae_selected,all,6,0.1,btc_vol,577,1.951277001705006,898.6393065686552
ae_selected,all,6,0.1,btc_ret,577,0.2518876097494841,44.06241364385272
ae_selected,all,6,0.1,account_ls,577,-0.7294759441788059,-1.211714733829747
ae_selected,all,6,0.5,e_origin,577,0.9325999641718262,0.11034570331458225
ae_selected,all,6,0.5,downside,577,-1.9440714608149943,-88030.62954448142
ae_selected,all,6,0.5,btc_vol,577,0.7783150063703773,358.44447354501915
ae_selected,all,6,0.5,btc_ret,577,0.40787580620593494,71.34925178034734
ae_selected,all,6,0.5,account_ls,577,0.5331348335065267,0.8855772942656228
ae_selected,matched,1,0.1,e_origin,229,2.8047079942865505,0.3214062518847031
ae_selected,matched,1,0.1,downside,229,0.8255345178184187,38677.42806007877
ae_selected,matched,1,0.1,btc_vol,229,-1.3457868487703688,-621.7965244597457
ae_selected,matched,1,0.1,btc_ret,229,2.27716598279634,427.5355135110017
ae_selected,matched,1,0.1,account_ls,229,-0.6319089706625716,-1.0401900017299124
ae_selected,matched,6,0.1,e_origin,229,1.2324123564910088,0.1412286188377087
ae_selected,matched,6,0.1,downside,229,-0.8947206780353072,-41918.89486344553
ae_selected,matched,6,0.1,btc_vol,229,0.7070544478534683,326.68174657880564
ae_selected,matched,6,0.1,btc_ret,229,0.49507584751387895,92.94996864208417
ae_selected,matched,6,0.1,account_ls,229,-0.9308846605454517,-1.5323360825972134
ae_selected,matched,12,0.1,e_origin,229,0.35495614495253436,0.04067629299201179
ae_selected,matched,12,0.1,downside,229,-0.728087869390856,-34111.91849881551
ae_selected,matched,12,0.1,btc_vol,229,1.1092643537451512,512.5155744358967
ae_selected,matched,12,0.1,btc_ret,229,-0.9408090028011947,-176.63589881772614
ae_selected,matched,12,0.1,account_ls,229,-1.0931496381894863,-1.7994416550964865
joint_ols,all,6,0.1,e_origin,577,0.7533890032445647,0.07898651918167533
joint_ols,all,6,0.1,downside,577,-1.3782188473841348,-62407.9285307922
joint_ols,all,6,0.1,btc_vol,577,-0.38170472642430414,-175.78994185253657
joint_ols,all,6,0.1,btc_ret,577,-0.2787740714865285,-48.765631875410435
joint_ols,all,6,0.1,account_ls,577,1.2924434870295747,2.1468464153934628
joint_ols,all,6,0.5,e_origin,577,0.7446157390448357,0.07806671600162698
joint_ols,all,6,0.5,downside,577,-2.8776216070618013,-130303.25621582671
joint_ols,all,6,0.5,btc_vol,577,1.5163138909501699,698.3217976295714
joint_ols,all,6,0.5,btc_ret,577,-0.04535957652698316,-7.934699232049137
joint_ols,all,6,0.5,account_ls,577,1.9972336457561966,3.3175561919147896
joint_ols,matched,1,0.1,e_origin,229,3.7087899505757846,0.38364009694800716
joint_ols,matched,1,0.1,downside,229,-1.0411029982004232,-48777.10797901027
joint_ols,matched,1,0.1,btc_vol,229,-0.7585184911369113,-350.4597789451711
joint_ols,matched,1,0.1,btc_ret,229,1.1747360451808597,220.55545450381885
joint_ols,matched,1,0.1,account_ls,229,2.835792681429714,4.668019178631299
joint_ols,matched,6,0.1,e_origin,229,1.7621123731197288,0.18227426483184495
joint_ols,matched,6,0.1,downside,229,-1.1478249598195749,-53777.17872573481
joint_ols,matched,6,0.1,btc_vol,229,-0.23797036744878344,-109.94991334568321
joint_ols,matched,6,0.1,btc_ret,229,-0.2313459844544997,-43.434964780654155
joint_ols,matched,6,0.1,account_ls,229,1.1560785207552384,1.9030293512741447
joint_ols,matched,12,0.1,e_origin,229,2.0713999612831864,0.21426721182778447
joint_ols,matched,12,0.1,downside,229,-0.4186347532933549,-19613.61421535862
